ABG13989,ABX86883,AAS62548
AAS62215,ABX86238,ABG13526
AAS63065,ABX87648,ABG12460
AAS61840,ABX86383,ABG13127
AAS63510,ABX85147,ABG15772
AAS60826,ABX88633,ABG12046
AAS61304,ABX87149,ABG12548
ABG16260,ABX88708,AAS58556
ABG12749,ABX88058,AAS61616
AAS62521,ABX86320,ABG13961
AAS62260,ABX87048,ABG13571
AAS63834,ABX85335,ABG16048
ABG15427,ABX88434,AAS60357
AAS61694,ABX85244,ABG12831
AAS60995,ABX86914,ABG14658
ABG15018,ABX85843,AAS63219
ABG16052,ABX86220,AAS63830
ABG15533,ABX84998,AAS63801
ABG12235,ABX85033,AAS60398
AAS62367,ABX88313,ABG13685
AAS62947,ABX86542,ABG14091
ABG14166,ABX85218,AAS62828
ABG14312,ABX85370,AAS62744
AAS63432,ABX87812,ABG12208
ABG13398,ABX88098,AAS62110
ABG13485,ABX84900,AAS62178
ABG12544,ABX88201,AAS61308
AAS60762,ABX86253,ABG15904
AAS60913,ABX87350,ABG14902
AAS60339,ABX87067,ABG15447
AAS63189,ABX86163,ABG15055
ABG12648,ABX85520,AAS61447
AAS64138,ABX85935,ABG15001
AAS61289,ABX87671,ABG12563
AAS62019,ABX86571,ABG13823
AAS60603,ABX85296,ABG14748
AAS63783,ABX86858,ABG15514
AAS60729,ABX85472,ABG15941
ABG15160,ABX87264,AAS63092
AAS63853,ABX85500,ABG16029
ABG12652,ABX88148,AAS61443
AAS61023,ABX88049,ABG14629
ABG14903,ABX86826,AAS60912
ABG15914,ABX84872,AAS60754
AAS58694,ABX84819,ABG16183
AAS63095,ABX85846,ABG15158
AAS63335,ABX86744,ABG12109
AAS62352,ABX87992,ABG13670
ABG15869,ABX88595,AAS60802
ABG12130,ABX87981,AAS63356
AAS61433,ABX88415,ABG12665
ABG15586,ABX87806,AAS63285
ABG12835,ABX88393,AAS61698
AAS60600,ABX88232,ABG14745
AAS64059,ABX87960,ABG15608
ABG12363,ABX86993,AAS63727
AAS60296,ABX88377,ABG15490
AAS58594,ABX88739,ABG16297
AAS60627,ABX85964,ABG14773
AAS60983,ABX87305,ABG14671
ABG14553,ABX87998,AAS61091
ABG13015,ABX86971,AAS61270
ABG14924,ABX87566,AAS60893
AAS60789,ABX85735,ABG15881
AAS63241,ABX85057,ABG12004
AAS63264,ABX85177,ABG15566
AAS60965,ABX86445,ABG14686
ABG15091,ABX86524,AAS63157
AAS62012,ABX87965,ABG13834
AAS62004,ABX87306,ABG13843
AAS61629,ABX86620,ABG12762
ABG16181,ABX84747,AAS58691
AAS61432,ABX85522,ABG12666
ABG12853,ABX87341,AAS61217
ABG13081,ABX86073,AAS61720
ABG14857,ABX88496,AAS60565
ABG13638,ABX85665,AAS62319
AAS62624,ABX87137,ABG14064
ABG16089,ABX85301,AAS63561
AAS64053,ABX85856,ABG15614
AAS61640,ABX87535,ABG12772
AAS62373,ABX86941,ABG13691
ABG13077,ABX87959,AAS61716
AAS61990,ABX88331,ABG13857
AAS60631,ABX86670,ABG14778
ABG12678,ABX88127,AAS61421
ABG13561,ABX88295,AAS62250
AAS63989,ABX85623,ABG15676
ABG12288,ABX86517,AAS63651
ABG14169,ABX87700,AAS62831
ABG12095,ABX85855,AAS63322
ABG14993,ABX85325,AAS64107
ABG13113,ABX87408,AAS61852
AAS63643,ABX85300,ABG12279
AAS61150,ABX88205,ABG12929
AAS60361,ABX86034,ABG15424
ABG13146,ABX87161,AAS61823
AAS61442,ABX86766,ABG12653
AAS61291,ABX87769,ABG12561
AAS63268,ABX86426,ABG15570
ABG13524,ABX85701,AAS62213
AAS64035,ABX85965,ABG15631
AAS61821,ABX85758,ABG13148
ABG14715,ABX84989,AAS60937
AAS63286,ABX86109,ABG15587
AAS62968,ABX87587,ABG12510
ABG13618,ABX84864,AAS62299
AAS63478,ABX87005,ABG15741
AAS62623,ABX88323,ABG14063
ABG12415,ABX85507,AAS63017
ABG16261,ABX88714,AAS58557
AAS61918,ABX85108,ABG13294
AAS61754,ABX87155,ABG13218
ABG14657,ABX88394,AAS60996
ABG12373,ABX85834,AAS63715
AAS61271,ABX85443,ABG13014
AAS61024,ABX85067,ABG14628
AAS60408,ABX86007,ABG15302
ABG12508,ABX86339,AAS62970
ABG14675,ABX87041,AAS60978
AAS60511,ABX87846,ABG15198
ABG12785,ABX87060,AAS61653
ABG14566,ABX86694,AAS61083
ABG12031,ABX87203,AAS60841
ABG12900,ABX88082,AAS61174
AAS63153,ABX88317,ABG15094
ABG13478,ABX87083,AAS62171
ABG14986,ABX87972,AAS64112
AAS60354,ABX86987,ABG15431
ABG14001,ABX88672,AAS62559
AAS60363,ABX87598,ABG15422
AAS63436,ABX86119,ABG12212
AAS62432,ABX87077,ABG13748
AAS60809,ABX84871,ABG15862
ABG13330,ABX84953,AAS62051
ABG12212,ABX86119,AAS63436
ABG13539,ABX87470,AAS62228
AAS61691,ABX85198,ABG12828
AAS58536,ABX88718,ABG16319
ABG13590,ABX87112,AAS62274
ABG12176,ABX87345,AAS63401
ABG15623,ABX87400,AAS64044
AAS62618,ABX87663,ABG14059
ABG13827,ABX86846,AAS62016
ABG16188,ABX84848,AAS58699
ABG12696,ABX86701,AAS61570
ABG12110,ABX85957,AAS63336
ABG12025,ABX85761,AAS60847
AAS61994,ABX85934,ABG13853
ABG14385,ABX86088,AAS62692
AAS61666,ABX85170,ABG12798
AAS62031,ABX85410,ABG13812
ABG13099,ABX85775,AAS61864
ABG13876,ABX87388,AAS62448
AAS63202,ABX87192,ABG15036
AAS60335,ABX88228,ABG15451
AAS62460,ABX85810,ABG13891
AAS61004,ABX86338,ABG14649
AAS60650,ABX88457,ABG14798
ABG12069,ABX87719,AAS63296
ABG13579,ABX87809,AAS62263
AAS60695,ABX85780,ABG15974
ABG12229,ABX88189,AAS60391
ABG15921,ABX86492,AAS60750
ABG14655,ABX88209,AAS60998
ABG14991,ABX86329,AAS64109
ABG13417,ABX85178,AAS62128
AAS61349,ABX88207,ABG14451
AAS62417,ABX87071,ABG13734
ABG11998,ABX87107,AAS63248
AAS61696,ABX85222,ABG12832
AAS62284,ABX85430,ABG13602
AAS61893,ABX86780,ABG13265
AAS64103,ABX84978,ABG14999
AAS64174,ABX85968,ABG16134
ABG13036,ABX86305,AAS61248
ABG13510,ABX88648,AAS62201
ABG13885,ABX87699,AAS62454
ABG11970,ABX85603,AAS60282
AAS60478,ABX86641,ABG15231
ABG12960,ABX86136,AAS61557
ABG15024,ABX88673,AAS63214
AAS60588,ABX86538,ABG14833
ABG12810,ABX86910,AAS61676
AAS61749,ABX86289,ABG13222
AAS63022,ABX87628,ABG12420
ABG12882,ABX87818,AAS61190
AAS60908,ABX85130,ABG14907
ABG14033,ABX85571,AAS62594
AAS61106,ABX86446,ABG14535
ABG15391,ABX88210,AAS63455
AAS61351,ABX85434,ABG14453
ABG15882,ABX85471,AAS60788
AAS63916,ABX84867,ABG15833
AAS63253,ABX84959,ABG11991
ABG13849,ABX86689,AAS61998
AAS63965,ABX86075,ABG15702
AAS60807,ABX86699,ABG15864
AAS61960,ABX86008,ABG13780
ABG14206,ABX84891,AAS62862
ABG13731,ABX85876,AAS62414
ABG12665,ABX88415,AAS61433
AAS61956,ABX88102,ABG13784
AAS61573,ABX87009,ABG12699
AAS60853,ABX84870,ABG12019
ABG14558,ABX86838,AAS61087
AAS63205,ABX86369,ABG15033
AAS62340,ABX85584,ABG13659
AAS61385,ABX86951,ABG14491
ABG14410,ABX86039,AAS62713
ABG13784,ABX88102,AAS61956
ABG13948,ABX87721,AAS62510
AAS61646,ABX86877,ABG12778
ABG12541,ABX87675,AAS61312
AAS62539,ABX87069,ABG13980
ABG12929,ABX88205,AAS61150
ABG12498,ABX86195,AAS62980
ABG12397,ABX85564,AAS63690
ABG12085,ABX87642,AAS63312
ABG12766,ABX87378,AAS61634
AAS60850,ABX85944,ABG12022
AAS62656,ABX86850,ABG14348
AAS62368,ABX85089,ABG13686
ABG15128,ABX86349,AAS63123
AAS60629,ABX85595,ABG14775
AAS60910,ABX86591,ABG14905
AAS61828,ABX86714,ABG13141
ABG15804,ABX85133,AAS63888
ABG13404,ABX88268,AAS62116
AAS63609,ABX88136,ABG12242
ABG16007,ABX85601,AAS63876
ABG14127,ABX85986,AAS62791
AAS60589,ABX87732,ABG14832
AAS62202,ABX87976,ABG13511
AAS62540,ABX85655,ABG13981
ABG12594,ABX85922,AAS61500
AAS62205,ABX88011,ABG13513
AAS62410,ABX84955,ABG13727
ABG12789,ABX87870,AAS61657
ABG12872,ABX85145,AAS61198
AAS62274,ABX87112,ABG13590
ABG12707,ABX85511,AAS61581
ABG11979,ABX87354,AAS60288
AAS61698,ABX88393,ABG12835
AAS62680,ABX88674,ABG14373
ABG13549,ABX86567,AAS62238
AAS63626,ABX86855,ABG12260
ABG14614,ABX86600,AAS61039
ABG13986,ABX85690,AAS62545
ABG12303,ABX86479,AAS63666
ABG14339,ABX86221,AAS62649
ABG12223,ABX85783,AAS60385
ABG15122,ABX87381,AAS63128
ABG12859,ABX87748,AAS61211
ABG14694,ABX86975,AAS60957
AAS60808,ABX87840,ABG15863
AAS63706,ABX87180,ABG12381
ABG14878,ABX88438,AAS60547
ABG13602,ABX85430,AAS62284
AAS62101,ABX85118,ABG13388
ABG12277,ABX86143,AAS63641
ABG12560,ABX85679,AAS61292
ABG14224,ABX88622,AAS62880
AAS60723,ABX85548,ABG15947
AAS62989,ABX86509,ABG12490
AAS61789,ABX87739,ABG13182
AAS64052,ABX85305,ABG15615
ABG15009,ABX88271,AAS63225
ABG13911,ABX86353,AAS62474
ABG14423,ABX85129,AAS61323
ABG15388,ABX88526,AAS63458
AAS62323,ABX86374,ABG13643
AAS62496,ABX88039,ABG13933
AAS62731,ABX88304,ABG14327
AAS61093,ABX85037,ABG14551
AAS62690,ABX87622,ABG14383
AAS63817,ABX85467,ABG15547
ABG13970,ABX86291,AAS62533
AAS63685,ABX88641,ABG12402
AAS63276,ABX88429,ABG15577
AAS63099,ABX84988,ABG15153
AAS58644,ABX84852,ABG16144
ABG15468,ABX86311,AAS60318
ABG14842,ABX88548,AAS60579
ABG15273,ABX85606,AAS60438
ABG15538,ABX86027,AAS63808
AAS62561,ABX87548,ABG14003
AAS63778,ABX87754,ABG15509
ABG13304,ABX88684,AAS61928
ABG15570,ABX86426,AAS63268
ABG14029,ABX86795,AAS62590
AAS61615,ABX87867,ABG12748
AAS63438,ABX85709,ABG12214
AAS60445,ABX86723,ABG15266
ABG12318,ABX85365,AAS63764
ABG12874,ABX85937,AAS61196
ABG15498,ABX87884,AAS63767
AAS61877,ABX85360,ABG13249
ABG12823,ABX88631,AAS61688
ABG13300,ABX87854,AAS61924
AAS60407,ABX84880,ABG15303
ABG14515,ABX87996,AAS61407
ABG12276,ABX87436,AAS63640
ABG14573,ABX85861,AAS61077
AAS63424,ABX86582,ABG12200
AAS63649,ABX84766,ABG14507
ABG12238,ABX86059,AAS63605
ABG16325,ABX88751,AAS58548
AAS63320,ABX85173,ABG12093
ABG14970,ABX87351,AAS64126
ABG15403,ABX87261,AAS63444
AAS62593,ABX85168,ABG14032
AAS60957,ABX86975,ABG14694
ABG15508,ABX87506,AAS63777
ABG12522,ABX85778,AAS62957
ABG13826,ABX86686,AAS62017
AAS63644,ABX85717,ABG12280
ABG16009,ABX87943,AAS63874
AAS62014,ABX87278,ABG13830
ABG13029,ABX88678,AAS61256
AAS63531,ABX85687,ABG15793
AAS60548,ABX87863,ABG14877
ABG16277,ABX88701,AAS58574
AAS63227,ABX87123,ABG15007
ABG14600,ABX86296,AAS61053
AAS63967,ABX86992,ABG15700
ABG12672,ABX88174,AAS61426
AAS64046,ABX87664,ABG15621
AAS61542,ABX86108,ABG12977
AAS62586,ABX86882,ABG14025
AAS62126,ABX86824,ABG13415
AAS64062,ABX88590,ABG15605
ABG14967,ABX87167,AAS64129
AAS60894,ABX87151,ABG14923
AAS63975,ABX87297,ABG15692
ABG12819,ABX85904,AAS61684
AAS62832,ABX87166,ABG14170
AAS63754,ABX88028,ABG12328
ABG16190,ABX84816,AAS58701
AAS62827,ABX85771,ABG14165
AAS62314,ABX85889,ABG13631
ABG14561,ABX85569,AAS61086
AAS63010,ABX88179,ABG12464
AAS62195,ABX85422,ABG13504
AAS60737,ABX85867,ABG15934
AAS62106,ABX86090,ABG13393
AAS62600,ABX86943,ABG14041
AAS63330,ABX88348,ABG12103
AAS61466,ABX87338,ABG12628
ABG14966,ABX86851,AAS64130
ABG16241,ABX84752,AAS58766
ABG15133,ABX86488,AAS63118
ABG15955,ABX86378,AAS60715
ABG15556,ABX87710,AAS63825
AAS58544,ABX88705,ABG16251
ABG15092,ABX87402,AAS63155
ABG15176,ABX88451,AAS63076
ABG12881,ABX85493,AAS61191
ABG15509,ABX87754,AAS63778
AAS62139,ABX86830,ABG13428
ABG16037,ABX86428,AAS63844
AAS61298,ABX84895,ABG12554
ABG14246,ABX85446,AAS62898
AAS62481,ABX87499,ABG13920
ABG15135,ABX86519,AAS63116
AAS63389,ABX86872,ABG12164
AAS63005,ABX87649,ABG12469
ABG13793,ABX86794,AAS61947
AAS62611,ABX86085,ABG14052
ABG13771,ABX87459,AAS61969
ABG15880,ABX85307,AAS60790
AAS60356,ABX87879,ABG15428
AAS60926,ABX86632,ABG14725
ABG15916,ABX87902,AAS60752
AAS60693,ABX85281,ABG15976
ABG13252,ABX88532,AAS61880
AAS63105,ABX86222,ABG15146
ABG14449,ABX87785,AAS61347
AAS61779,ABX85079,ABG13192
ABG14759,ABX87683,AAS60613
AAS60661,ABX88439,ABG14809
AAS62750,ABX88165,ABG14306
AAS63142,ABX87340,ABG15104
ABG15181,ABX85071,AAS63071
ABG14436,ABX88276,AAS61334
AAS61288,ABX85247,ABG12564
AAS64109,ABX86329,ABG14991
ABG12814,ABX86676,AAS61681
AAS60397,ABX85345,ABG12234
AAS63776,ABX85759,ABG15507
ABG13431,ABX88437,AAS62143
AAS62127,ABX88346,ABG13416
ABG12838,ABX88351,AAS61701
ABG13725,ABX88430,AAS62407
AAS63867,ABX87250,ABG16016
ABG14812,ABX87804,AAS60665
AAS62924,ABX87511,ABG14276
ABG15239,ABX85051,AAS60470
AAS63962,ABX85287,ABG15704
AAS62678,ABX88690,ABG14371
ABG14214,ABX88063,AAS62870
AAS61319,ABX86530,ABG12535
AAS61450,ABX86054,ABG12645
ABG12983,ABX85607,AAS61536
ABG15937,ABX88369,AAS60734
ABG12798,ABX85170,AAS61666
ABG12381,ABX87180,AAS63706
AAS61708,ABX86685,ABG12846
AAS64107,ABX85325,ABG14993
AAS62413,ABX86672,ABG13730
AAS63921,ABX85078,ABG15838
ABG14319,ABX87951,AAS62739
AAS61747,ABX86204,ABG13224
ABG15519,ABX86133,AAS63788
AAS61974,ABX88180,ABG13766
ABG14004,ABX84956,AAS62562
ABG14968,ABX88502,AAS64128
ABG13297,ABX86340,AAS61921
AAS61909,ABX86219,ABG13286
ABG15130,ABX85308,AAS63121
AAS62792,ABX85462,ABG14128
AAS63615,ABX86001,ABG12250
ABG12702,ABX86089,AAS61576
ABG14783,ABX86489,AAS60636
ABG14623,ABX87386,AAS61029
AAS61424,ABX86468,ABG12675
AAS61051,ABX85447,ABG14602
AAS64020,ABX87942,ABG15646
AAS61678,ABX87104,ABG12812
AAS62254,ABX85953,ABG13565
ABG16239,ABX84767,AAS58764
AAS63025,ABX86959,ABG12423
AAS61379,ABX87898,ABG14483
ABG13345,ABX87369,AAS62063
ABG15139,ABX87515,AAS63112
ABG14805,ABX85928,AAS60658
ABG12319,ABX86980,AAS63763
ABG15878,ABX87687,AAS60793
ABG13854,ABX86496,AAS61993
AAS62945,ABX86206,ABG14093
AAS63216,ABX87618,ABG15022
AAS61164,ABX85809,ABG12915
AAS62691,ABX86617,ABG14384
ABG13352,ABX86453,AAS62070
ABG16127,ABX87835,AAS64167
AAS62574,ABX87989,ABG14015
ABG12145,ABX88218,AAS63369
ABG15862,ABX84871,AAS60809
ABG16318,ABX88723,AAS58535
AAS63311,ABX85868,ABG12084
ABG16042,ABX88599,AAS63840
ABG13998,ABX88476,AAS62556
ABG14512,ABX85698,AAS61405
AAS61993,ABX86496,ABG13854
AAS61080,ABX88574,ABG14570
AAS60426,ABX88100,ABG15285
AAS63336,ABX85957,ABG12110
ABG16156,ABX84806,AAS58655
ABG13169,ABX87698,AAS61800
ABG13776,ABX86071,AAS61964
ABG15477,ABX86348,AAS60309
AAS63903,ABX86400,ABG15820
AAS60976,ABX87136,ABG14677
AAS62922,ABX86949,ABG14273
AAS61439,ABX86573,ABG12656
ABG13987,ABX87968,AAS62546
ABG15679,ABX88302,AAS63986
AAS58705,ABX84835,ABG16194
AAS62855,ABX88175,ABG14196
AAS63771,ABX86246,ABG15502
ABG14839,ABX85588,AAS60581
ABG13563,ABX87493,AAS62252
AAS63956,ABX85654,ABG15710
ABG15159,ABX84750,AAS63094
AAS60610,ABX87802,ABG14756
AAS62766,ABX87390,ABG14101
AAS61748,ABX85865,ABG13223
ABG12033,ABX88076,AAS60839
ABG14066,ABX85172,AAS62626
ABG13991,ABX86741,AAS62550
ABG16193,ABX84755,AAS58704
ABG14849,ABX87217,AAS60573
ABG13875,ABX87774,AAS62447
AAS60795,ABX88383,ABG15876
AAS61597,ABX87591,ABG12724
AAS61580,ABX87682,ABG12706
ABG12635,ABX86434,AAS61459
AAS64134,ABX87569,ABG14962
ABG15925,ABX87064,AAS60746
AAS61613,ABX87186,ABG12744
ABG13661,ABX87896,AAS62342
ABG12587,ABX85082,AAS61507
ABG12177,ABX86793,AAS63403
ABG13407,ABX87352,AAS62118
ABG13633,ABX85016,AAS62316
ABG12888,ABX87638,AAS61187
AAS61419,ABX88406,ABG12680
AAS62866,ABX85003,ABG14210
AAS63519,ABX85121,ABG15781
AAS61482,ABX86789,ABG12613
ABG13895,ABX85560,AAS62464
AAS63708,ABX85804,ABG12379
ABG14285,ABX85320,AAS62934
AAS63059,ABX86682,ABG12454
ABG14161,ABX86623,AAS62823
AAS63762,ABX86286,ABG12320
ABG14804,ABX85506,AAS60657
ABG13968,ABX87396,AAS62531
ABG14919,ABX88061,AAS60899
AAS62090,ABX87441,ABG13376
ABG13765,ABX88191,AAS61975
ABG16172,ABX84762,AAS58671
AAS63340,ABX86380,ABG12114
AAS60752,ABX87902,ABG15916
ABG14296,ABX86438,AAS62761
AAS60936,ABX86096,ABG14716
ABG15017,ABX85047,AAS63220
AAS63938,ABX88168,ABG15854
AAS60288,ABX87354,ABG11979
AAS62421,ABX85777,ABG13738
ABG12790,ABX86048,AAS61658
ABG16014,ABX85893,AAS63869
AAS63466,ABX85784,ABG15730
ABG12344,ABX88609,AAS63740
AAS63420,ABX88601,ABG12196
AAS62347,ABX85531,ABG13666
ABG12647,ABX86758,AAS61448
ABG15614,ABX85856,AAS64053
ABG15483,ABX88417,AAS60303
ABG12496,ABX85366,AAS62982
AAS63416,ABX88299,ABG12192
ABG14414,ABX87974,AAS62717
AAS62564,ABX87895,ABG14006
ABG14851,ABX88310,AAS60571
ABG14096,ABX85658,AAS62942
ABG15146,ABX86222,AAS63105
ABG15182,ABX86319,AAS63070
ABG16080,ABX85796,AAS63553
AAS63434,ABX86711,ABG12210
ABG13631,ABX85889,AAS62314
AAS63535,ABX87866,ABG16061
ABG12081,ABX87429,AAS63308
AAS63874,ABX87943,ABG16009
AAS60893,ABX87566,ABG14924
ABG14353,ABX88001,AAS62662
ABG12930,ABX87780,AAS61149
AAS63128,ABX87381,ABG15122
ABG12205,ABX87119,AAS63429
ABG15190,ABX84983,AAS60519
ABG16006,ABX87861,AAS63877
ABG13819,ABX88322,AAS62023
ABG12843,ABX85684,AAS61706
AAS61326,ABX87843,ABG14426
ABG12286,ABX85398,AAS63648
ABG16268,ABX88760,AAS58564
AAS60724,ABX85011,ABG15946
ABG12273,ABX85080,AAS63637
AAS60294,ABX87307,ABG15492
ABG14324,ABX86081,AAS62734
AAS60604,ABX86616,ABG14749
AAS62214,ABX88002,ABG13525
ABG14709,ABX86377,AAS60944
AAS61017,ABX87165,ABG14635
ABG15823,ABX88433,AAS63906
ABG12321,ABX85233,AAS63761
ABG13127,ABX86383,AAS61840
ABG13552,ABX84888,AAS62241
ABG12936,ABX85120,AAS61143
ABG14698,ABX87442,AAS60953
AAS61141,ABX85943,ABG12938
AAS60705,ABX85639,ABG15964
ABG15960,ABX87333,AAS60709
ABG14782,ABX84964,AAS60635
AAS58739,ABX84818,ABG16235
ABG16000,ABX86259,AAS63883
ABG13144,ABX88399,AAS61825
ABG14635,ABX87165,AAS61017
ABG15574,ABX87252,AAS63273
ABG12140,ABX88250,AAS63364
AAS60360,ABX86207,ABG15425
ABG12985,ABX85193,AAS61534
AAS63780,ABX87455,ABG15511
AAS60559,ABX85626,ABG14864
AAS63487,ABX86104,ABG15749
AAS60353,ABX86665,ABG15432
AAS58659,ABX84802,ABG16160
ABG14847,ABX86646,AAS60574
AAS63801,ABX84998,ABG15533
AAS62795,ABX85202,ABG14131
AAS63927,ABX88312,ABG15844
AAS63659,ABX88456,ABG12296
ABG13859,ABX87062,AAS61988
ABG12391,ABX86696,AAS63697
ABG13082,ABX86605,AAS61721
ABG12302,ABX87036,AAS63665
AAS62099,ABX88124,ABG13386
ABG14545,ABX87596,AAS61096
ABG13125,ABX87099,AAS61843
ABG15425,ABX86207,AAS60360
ABG13606,ABX86962,AAS62288
ABG15977,ABX88273,AAS60692
AAS61916,ABX88547,ABG13292
AAS62304,ABX85675,ABG13622
ABG15305,ABX88605,AAS60405
AAS62849,ABX85204,ABG14187
AAS64045,ABX86990,ABG15622
AAS61276,ABX87584,ABG12576
AAS60386,ABX85146,ABG12224
ABG13201,ABX85399,AAS61772
AAS63960,ABX87292,ABG15706
ABG12828,ABX85198,AAS61691
AAS62851,ABX86154,ABG14192
ABG14431,ABX86326,AAS61330
ABG15865,ABX86401,AAS60806
ABG14462,ABX86504,AAS61358
ABG14258,ABX88085,AAS62909
AAS61290,ABX87268,ABG12562
AAS61272,ABX86150,ABG13013
ABG16066,ABX85509,AAS63543
AAS60902,ABX88403,ABG14916
ABG15786,ABX87373,AAS63524
ABG12934,ABX86131,AAS61145
ABG15608,ABX87960,AAS64059
ABG12149,ABX86534,AAS63373
ABG15745,ABX87923,AAS63481
AAS61627,ABX88239,ABG12760
ABG15819,ABX86637,AAS63902
ABG13965,ABX84933,AAS62528
AAS61367,ABX85072,ABG14469
ABG13020,ABX86205,AAS61265
ABG13788,ABX88411,AAS61952
ABG13558,ABX88200,AAS62247
AAS63132,ABX84931,ABG15115
AAS62125,ABX88224,ABG13414
ABG15129,ABX85602,AAS63122
ABG15029,ABX85293,AAS63209
AAS61100,ABX87017,ABG14541
ABG13541,ABX86515,AAS62230
AAS61579,ABX88119,ABG12705
ABG15816,ABX87465,AAS63899
ABG12041,ABX85561,AAS60831
ABG12961,ABX86564,AAS61556
ABG13871,ABX88483,AAS62443
AAS61256,ABX88678,ABG13029
ABG12526,ABX86905,AAS62953
ABG15622,ABX86990,AAS64045
AAS61292,ABX85679,ABG12560
ABG12424,ABX88211,AAS63026
AAS61984,ABX86520,ABG13863
ABG15992,ABX88169,AAS60677
ABG12981,ABX86062,AAS61538
ABG14297,ABX86014,AAS62760
ABG13418,ABX86248,AAS62129
AAS58549,ABX88776,ABG16255
AAS61284,ABX85661,ABG12568
AAS61493,ABX86105,ABG12600
AAS62241,ABX84888,ABG13552
ABG14695,ABX87109,AAS60956
ABG15884,ABX85770,AAS60785
ABG16072,ABX84779,AAS63944
ABG14929,ABX85006,AAS60887
AAS62437,ABX88146,ABG13754
ABG14606,ABX87872,AAS61047
ABG12330,ABX86860,AAS63752
ABG13492,ABX87423,AAS62185
AAS62131,ABX87886,ABG13420
ABG12018,ABX85384,AAS60854
AAS63244,ABX87709,ABG12002
AAS60496,ABX85863,ABG15212
ABG15583,ABX85664,AAS63282
ABG12975,ABX86009,AAS61544
ABG12088,ABX88051,AAS63315
AAS58546,ABX88775,ABG16253
AAS61928,ABX88684,ABG13304
AAS64141,ABX87599,ABG16101
AAS61346,ABX88334,ABG14448
ABG15669,ABX87576,AAS63996
ABG13644,ABX85794,AAS62324
ABG13513,ABX88011,AAS62205
ABG13112,ABX87933,AAS61853
AAS63941,ABX86558,ABG15857
ABG15173,ABX85171,AAS63079
AAS62063,ABX87369,ABG13345
ABG14895,ABX88122,AAS60528
ABG12857,ABX84970,AAS61213
AAS61499,ABX85878,ABG12595
ABG12385,ABX85109,AAS63702
AAS62820,ABX88241,ABG14157
ABG12653,ABX86766,AAS61442
ABG16121,ABX88021,AAS64161
AAS63668,ABX85646,ABG12306
ABG13925,ABX85914,AAS62486
AAS61897,ABX85188,ABG13270
AAS61055,ABX87260,ABG14598
AAS63684,ABX87975,ABG12403
AAS62874,ABX86424,ABG14218
AAS63263,ABX85402,ABG15565
ABG16040,ABX87808,AAS63841
ABG13942,ABX88460,AAS62505
ABG14872,ABX85756,AAS60553
ABG13526,ABX86238,AAS62215
AAS64116,ABX86813,ABG14979
ABG12871,ABX86583,AAS61199
ABG15132,ABX88594,AAS63119
AAS60772,ABX85732,ABG15895
ABG14046,ABX85406,AAS62605
ABG15714,ABX85659,AAS63951
ABG12792,ABX87236,AAS61660
ABG13679,ABX88298,AAS62361
ABG13512,ABX85745,AAS62203
ABG15524,ABX87437,AAS63791
ABG14396,ABX86020,AAS62701
AAS62218,ABX87481,ABG13530
AAS61898,ABX86493,ABG13271
ABG14468,ABX85396,AAS61366
ABG14682,ABX85344,AAS60969
ABG12988,ABX86135,AAS61531
AAS63092,ABX87264,ABG15160
ABG13260,ABX87467,AAS61888
AAS62296,ABX87534,ABG13615
AAS60683,ABX85266,ABG15986
ABG13294,ABX85108,AAS61918
AAS60565,ABX88496,ABG14857
AAS63302,ABX86019,ABG12075
ABG13865,ABX84876,AAS61982
AAS63069,ABX85830,ABG15183
ABG15407,ABX87403,AAS60381
ABG15030,ABX86545,AAS63208
ABG14740,ABX85119,AAS60595
ABG14915,ABX86767,AAS60903
AAS62316,ABX85016,ABG13633
AAS60508,ABX87299,ABG15201
ABG13003,ABX88486,AAS61516
ABG12585,ABX85903,AAS61509
AAS60430,ABX86197,ABG15281
AAS63482,ABX88626,ABG15746
AAS62211,ABX87476,ABG13520
AAS63316,ABX87927,ABG12089
AAS62344,ABX86870,ABG13663
ABG13188,ABX86924,AAS61783
AAS61325,ABX88284,ABG14425
ABG12570,ABX85125,AAS61282
ABG16048,ABX85335,AAS63834
ABG13360,ABX88009,AAS62078
ABG12553,ABX86490,AAS61299
AAS61628,ABX86327,ABG12761
AAS60459,ABX86245,ABG15251
ABG15947,ABX85548,AAS60723
ABG14692,ABX86964,AAS60959
AAS61745,ABX86370,ABG13229
AAS62461,ABX86279,ABG13892
ABG14172,ABX88581,AAS62835
ABG13838,ABX87281,AAS62008
AAS62693,ABX85766,ABG14386
AAS61539,ABX87503,ABG12980
AAS62689,ABX85974,ABG14382
ABG13119,ABX85292,AAS61846
ABG15941,ABX85472,AAS60729
ABG16213,ABX84840,AAS58749
ABG13711,ABX86704,AAS62394
AAS61356,ABX87215,ABG14458
ABG15035,ABX87717,AAS63203
ABG15602,ABX86022,AAS64065
ABG15908,ABX86779,AAS60759
AAS62598,ABX87978,ABG14039
AAS61266,ABX85235,ABG13019
AAS62601,ABX85339,ABG14042
AAS62337,ABX88527,ABG13656
AAS61426,ABX88174,ABG12672
AAS64023,ABX84996,ABG15643
ABG14832,ABX87732,AAS60589
AAS61261,ABX85638,ABG13024
AAS61552,ABX87385,ABG12965
ABG15465,ABX88463,AAS60321
ABG14923,ABX87151,AAS60894
AAS63516,ABX87729,ABG15778
ABG13314,ABX87162,AAS61939
