AAS61939,ABX87162,ABG13314
AAS58594,ABX88739,ABG16297
ABG16289,ABX88736,AAS58584
ABG13286,ABX86219,AAS61909
AAS62876,ABX84919,ABG14220
ABG14178,ABX84969,AAS62840
AAS60721,ABX87023,ABG15949
ABG13237,ABX85788,AAS61738
AAS58705,ABX84835,ABG16194
ABG14499,ABX88183,AAS61392
AAS61150,ABX88205,ABG12929
AAS63311,ABX85868,ABG12084
AAS60846,ABX84944,ABG12026
ABG14086,ABX88656,AAS62645
ABG12151,ABX85409,AAS63375
ABG13310,ABX87798,AAS61934
ABG13688,ABX87681,AAS62370
ABG11973,ABX86273,AAS60285
AAS61830,ABX85632,ABG13139
AAS62672,ABX85340,ABG14365
AAS61729,ABX85887,ABG13091
ABG14914,ABX87336,AAS60904
AAS63339,ABX87238,ABG12113
ABG12139,ABX85727,AAS63363
AAS62789,ABX87597,ABG14125
ABG14908,ABX88448,AAS60907
ABG14725,ABX86632,AAS60926
ABG15862,ABX84871,AAS60809
ABG16332,ABX88749,AAS58531
AAS62398,ABX88453,ABG13715
AAS63280,ABX87303,ABG15581
AAS60806,ABX86401,ABG15865
ABG13836,ABX86624,AAS62010
ABG13146,ABX87161,AAS61823
AAS62358,ABX88396,ABG13676
ABG14030,ABX86281,AAS62591
AAS63546,ABX87286,ABG16069
AAS63162,ABX87032,ABG15085
AAS61781,ABX87226,ABG13190
ABG15740,ABX87583,AAS63477
ABG14277,ABX88149,AAS62925
ABG15989,ABX87414,AAS60680
ABG15896,ABX88093,AAS60771
AAS61335,ABX88571,ABG14437
ABG12748,ABX87867,AAS61615
AAS60974,ABX86011,ABG14679
ABG15664,ABX87728,AAS64001
ABG13875,ABX87774,AAS62447
ABG15683,ABX85095,AAS63984
ABG15389,ABX87037,AAS63457
ABG14384,ABX86617,AAS62691
AAS62365,ABX87592,ABG13683
AAS64144,ABX86526,ABG16104
ABG14743,ABX86251,AAS60598
ABG16014,ABX85893,AAS63869
AAS62406,ABX87880,ABG13724
AAS60456,ABX85573,ABG15254
AAS62698,ABX88184,ABG14391
ABG14077,ABX86399,AAS62637
ABG12522,ABX85778,AAS62957
AAS64051,ABX85063,ABG15616
AAS60814,ABX87183,ABG12056
ABG15979,ABX87006,AAS60690
AAS63705,ABX86698,ABG12382
ABG13867,ABX87335,AAS61980
AAS61564,ABX85581,ABG12952
AAS61303,ABX86956,ABG12549
AAS62740,ABX88387,ABG14318
AAS61377,ABX86594,ABG14481
AAS62946,ABX87346,ABG14092
AAS61688,ABX88631,ABG12823
ABG13735,ABX85142,AAS62418
AAS62580,ABX86503,ABG14020
ABG14968,ABX88502,AAS64128
AAS62017,ABX86686,ABG13826
AAS62110,ABX88098,ABG13398
ABG15935,ABX86341,AAS60736
AAS62361,ABX88298,ABG13679
AAS62588,ABX87877,ABG14027
ABG14755,ABX88206,AAS60609
ABG13989,ABX86883,AAS62548
AAS60851,ABX86435,ABG12021
AAS63030,ABX85225,ABG12428
AAS61954,ABX88659,ABG13786
ABG15867,ABX87502,AAS60804
ABG15897,ABX88504,AAS60770
ABG15499,ABX88077,AAS63768
AAS61422,ABX85711,ABG12677
ABG15411,ABX85201,AAS60376
ABG14019,ABX85972,AAS62579
ABG14185,ABX85895,AAS62847
ABG13468,ABX85297,AAS62161
ABG14280,ABX86418,AAS62929
ABG12810,ABX86910,AAS61676
ABG14079,ABX88283,AAS62638
AAS60871,ABX87936,ABG14946
AAS62267,ABX88518,ABG13583
AAS63157,ABX86524,ABG15091
ABG14883,ABX85526,AAS60541
AAS63791,ABX87437,ABG15524
ABG13719,ABX85401,AAS62403
ABG12721,ABX85980,AAS61594
ABG12977,ABX86108,AAS61542
ABG16201,ABX84838,AAS58710
ABG15244,ABX87694,AAS60464
AAS61196,ABX85937,ABG12874
AAS61457,ABX84973,ABG12637
ABG12272,ABX88465,AAS63636
AAS62954,ABX87557,ABG12525
ABG12164,ABX86872,AAS63389
AAS60288,ABX87354,ABG11979
AAS62428,ABX87298,ABG13745
ABG15416,ABX88613,AAS60370
ABG12279,ABX85300,AAS63643
ABG12266,ABX85064,AAS63633
AAS61537,ABX85209,ABG12982
ABG15732,ABX88352,AAS63468
AAS62742,ABX88685,ABG14316
ABG14782,ABX84964,AAS60635
AAS62815,ABX88247,ABG14152
AAS60343,ABX87501,ABG15441
ABG14876,ABX87498,AAS60549
ABG13253,ABX88015,AAS61881
ABG16118,ABX86525,AAS64158
ABG15626,ABX88144,AAS64041
AAS60405,ABX88605,ABG15305
ABG15242,ABX88120,AAS60466
AAS62053,ABX85375,ABG13333
ABG15793,ABX85687,AAS63531
ABG12567,ABX87276,AAS61285
AAS60652,ABX85812,ABG14800
AAS63362,ABX87819,ABG12138
AAS61704,ABX86873,ABG12841
ABG15922,ABX85640,AAS60749
AAS60906,ABX87958,ABG14910
AAS62731,ABX88304,ABG14327
AAS63970,ABX86263,ABG15697
AAS61763,ABX87588,ABG13210
AAS61331,ABX84873,ABG14432
AAS64045,ABX86990,ABG15622
ABG15164,ABX88488,AAS63088
AAS62543,ABX86540,ABG13984
ABG13857,ABX88331,AAS61990
AAS61703,ABX85110,ABG12840
ABG13275,ABX88103,AAS61902
AAS62820,ABX88241,ABG14157
AAS60519,ABX84983,ABG15190
ABG16196,ABX84769,AAS58708
AAS62895,ABX86144,ABG14240
ABG13726,ABX85140,AAS62409
AAS61098,ABX87822,ABG14543
ABG12123,ABX86387,AAS63349
ABG14473,ABX88470,AAS61371
AAS64014,ABX85362,ABG15650
AAS63932,ABX88498,ABG15849
ABG14694,ABX86975,AAS60957
ABG12108,ABX85911,AAS63334
ABG14765,ABX86228,AAS60620
AAS64163,ABX85271,ABG16123
ABG14302,ABX86484,AAS62754
AAS61095,ABX87963,ABG14546
ABG12129,ABX87117,AAS63355
ABG14016,ABX88663,AAS62575
AAS62325,ABX87876,ABG13645
AAS60342,ABX86038,ABG15444
AAS60510,ABX85153,ABG15199
ABG14575,ABX85598,AAS61075
AAS63983,ABX86718,ABG15684
ABG16109,ABX87995,AAS64149
AAS60877,ABX88619,ABG14940
ABG12404,ABX85424,AAS63683
AAS61626,ABX85069,ABG12759
ABG14084,ABX85450,AAS62643
ABG16029,ABX85500,AAS63853
ABG15582,ABX86107,AAS63281
AAS64135,ABX85324,ABG14961
ABG15837,ABX88528,AAS63920
AAS62343,ABX87143,ABG13662
AAS61013,ABX84930,ABG14639
AAS60789,ABX85735,ABG15881
AAS63832,ABX88587,ABG16050
AAS61343,ABX86983,ABG14445
ABG14396,ABX86020,AAS62701
AAS63150,ABX87148,ABG15096
AAS62780,ABX86544,ABG14116
ABG12306,ABX85646,AAS63668
AAS60617,ABX87871,ABG14762
AAS60696,ABX85241,ABG15973
ABG12673,ABX87619,AAS61425
ABG16050,ABX88587,AAS63832
AAS62372,ABX88212,ABG13690
ABG14331,ABX86521,AAS62726
ABG12630,ABX87737,AAS61464
ABG16038,ABX85257,AAS63843
AAS63913,ABX86467,ABG15829
ABG14561,ABX85569,AAS61086
ABG14717,ABX85751,AAS60935
ABG16005,ABX88373,AAS63878
AAS61965,ABX86563,ABG13775
ABG13775,ABX86563,AAS61965
AAS63001,ABX87245,ABG12476
ABG12082,ABX87574,AAS63309
AAS58710,ABX84838,ABG16201
ABG13118,ABX87771,AAS61847
ABG15806,ABX88145,AAS63890
AAS63829,ABX85132,ABG16054
AAS61333,ABX85065,ABG14435
AAS63924,ABX86597,ABG15841
ABG12140,ABX88250,AAS63364
AAS61578,ABX86724,ABG12704
AAS60729,ABX85472,ABG15941
ABG14179,ABX85712,AAS62841
ABG14610,ABX87269,AAS61043
ABG12201,ABX87387,AAS63425
ABG12080,ABX86986,AAS63307
AAS64007,ABX85546,ABG15657
AAS62644,ABX88090,ABG14085
ABG12085,ABX87642,AAS63312
ABG15204,ABX86167,AAS60505
ABG15137,ABX86499,AAS63114
AAS61595,ABX86469,ABG12722
ABG12363,ABX86993,AAS63727
ABG13955,ABX87564,AAS62514
ABG14991,ABX86329,AAS64109
ABG13610,ABX85452,AAS62292
AAS61486,ABX87801,ABG12608
ABG14750,ABX87616,AAS60605
ABG12716,ABX85753,AAS61589
ABG13663,ABX86870,AAS62344
ABG14572,ABX86770,AAS61078
ABG14781,ABX85906,AAS60634
AAS62304,ABX85675,ABG13622
ABG15569,ABX88255,AAS63267
AAS60809,ABX84871,ABG15862
AAS60734,ABX88369,ABG15937
ABG14961,ABX85324,AAS64135
ABG14507,ABX84766,AAS63649
AAS63994,ABX88156,ABG15671
AAS61497,ABX86874,ABG12596
ABG16310,ABX88713,AAS58523
AAS61336,ABX87417,ABG14439
AAS61462,ABX85532,ABG12632
ABG12610,ABX86604,AAS61485
ABG14047,ABX88171,AAS62606
ABG15660,ABX88561,AAS64003
AAS60444,ABX84866,ABG15267
AAS63662,ABX85131,ABG12299
ABG14361,ABX85996,AAS62670
AAS60568,ABX86904,ABG14854
AAS61581,ABX85511,ABG12707
ABG13570,ABX87474,AAS62259
ABG13174,ABX88604,AAS61795
AAS62410,ABX84955,ABG13727
ABG15561,ABX86932,AAS60524
AAS61339,ABX88543,ABG14441
ABG13692,ABX87869,AAS62374
AAS61507,ABX85082,ABG12587
AAS60552,ABX87825,ABG14873
AAS62014,ABX87278,ABG13830
AAS62289,ABX87636,ABG13607
ABG14951,ABX87512,AAS60866
ABG14393,ABX87139,AAS62700
AAS61525,ABX87693,ABG12994
AAS61494,ABX86541,ABG12599
ABG13852,ABX88182,AAS61995
ABG14837,ABX86825,AAS60584
ABG13874,ABX86274,AAS62446
AAS63959,ABX86737,ABG15707
ABG16315,ABX88744,AAS58532
ABG13003,ABX88486,AAS61516
ABG12764,ABX85848,AAS61632
ABG14969,ABX88054,AAS64127
AAS63912,ABX85939,ABG15828
AAS61044,ABX86844,ABG14609
ABG13015,ABX86971,AAS61270
ABG15501,ABX87491,AAS63770
ABG13963,ABX85279,AAS62523
ABG14096,ABX85658,AAS62942
AAS62853,ABX87120,ABG14194
ABG16276,ABX88779,AAS58573
AAS64116,ABX86813,ABG14979
ABG14727,ABX86887,AAS60924
ABG15880,ABX85307,AAS60790
AAS61017,ABX87165,ABG14635
ABG12250,ABX86001,AAS63615
AAS58767,ABX84784,ABG16242
ABG14619,ABX85746,AAS61033
ABG15947,ABX85548,AAS60723
ABG13702,ABX88157,AAS62385
ABG12114,ABX86380,AAS63340
AAS63258,ABX85890,ABG11986
ABG15570,ABX86426,AAS63268
ABG15688,ABX85660,AAS63979
AAS62902,ABX85415,ABG14250
AAS63482,ABX88626,ABG15746
ABG16048,ABX85335,AAS63834
AAS63022,ABX87628,ABG12420
AAS60571,ABX88310,ABG14851
ABG12248,ABX88431,AAS63613
ABG12168,ABX87659,AAS63393
AAS61308,ABX88201,ABG12544
ABG15885,ABX85248,AAS60784
AAS61820,ABX88443,ABG13149
AAS62127,ABX88346,ABG13416
ABG15549,ABX88654,AAS63819
ABG15162,ABX86691,AAS63090
AAS62611,ABX86085,ABG14052
ABG14197,ABX85436,AAS62856
AAS62942,ABX85658,ABG14096
AAS63522,ABX86841,ABG15784
ABG14853,ABX87187,AAS60569
ABG14858,ABX87562,AAS60564
ABG12455,ABX85175,AAS63060
AAS62559,ABX88672,ABG14001
AAS60937,ABX84989,ABG14715
ABG12327,ABX88645,AAS63755
AAS63158,ABX85987,ABG15090
AAS62211,ABX87476,ABG13520
AAS63744,ABX86381,ABG12340
ABG13479,ABX88579,AAS62172
ABG16009,ABX87943,AAS63874
AAS60707,ABX86753,ABG15962
ABG16214,ABX84781,AAS58748
AAS62860,ABX88511,ABG14201
ABG14687,ABX85718,AAS60964
ABG15438,ABX85136,AAS60346
AAS63074,ABX86250,ABG15178
AAS63007,ABX86976,ABG12467
ABG16188,ABX84848,AAS58699
ABG15863,ABX87840,AAS60808
ABG12069,ABX87719,AAS63296
AAS61682,ABX86365,ABG12815
ABG14888,ABX86080,AAS60536
AAS60481,ABX84886,ABG15227
AAS62551,ABX87418,ABG13993
AAS64025,ABX88007,ABG15641
ABG12890,ABX88462,AAS61185
AAS63786,ABX87409,ABG15517
ABG15734,ABX86587,AAS63470
ABG14629,ABX88049,AAS61023
ABG13541,ABX86515,AAS62230
AAS61420,ABX85667,ABG12679
AAS63109,ABX88607,ABG15142
AAS60606,ABX85706,ABG14751
AAS60794,ABX87024,ABG15877
AAS63556,ABX85463,ABG16084
AAS61006,ABX88178,ABG14647
ABG13151,ABX87849,AAS61818
AAS60965,ABX86445,ABG14686
AAS61093,ABX85037,ABG14551
AAS62968,ABX87587,ABG12510
AAS61174,ABX88082,ABG12900
AAS61200,ABX85973,ABG12870
AAS60955,ABX85597,ABG14696
AAS62459,ABX85435,ABG13890
ABG15275,ABX85157,AAS60436
ABG15311,ABX86212,AAS60401
AAS61045,ABX86177,ABG14608
ABG13671,ABX85386,AAS62353
AAS62046,ABX86895,ABG13323
AAS61960,ABX86008,ABG13780
ABG13304,ABX88684,AAS61928
ABG15056,ABX85860,AAS63188
ABG13360,ABX88009,AAS62078
AAS62542,ABX85255,ABG13983
ABG15181,ABX85071,AAS63071
ABG15294,ABX86868,AAS60416
AAS63134,ABX86000,ABG15113
ABG12368,ABX86357,AAS63722
AAS64162,ABX88681,ABG16122
AAS62688,ABX88408,ABG14381
AAS61379,ABX87898,ABG14483
AAS63075,ABX86847,ABG15177
ABG15937,ABX88369,AAS60734
ABG13813,ABX87858,AAS62030
ABG14034,ABX88055,AAS62595
ABG13148,ABX85758,AAS61821
AAS62246,ABX87213,ABG13557
AAS63518,ABX85214,ABG15780
AAS58652,ABX84809,ABG16153
ABG12101,ABX86272,AAS63328
AAS60562,ABX86736,ABG14861
ABG14963,ABX87128,AAS64133
ABG15068,ABX85608,AAS63179
ABG14217,ABX87712,AAS62873
AAS63727,ABX86993,ABG12363
AAS63917,ABX87181,ABG15834
AAS62563,ABX85315,ABG14005
AAS60835,ABX86226,ABG12037
AAS63059,ABX86682,ABG12454
ABG16019,ABX87760,AAS63864
ABG13201,ABX85399,AAS61772
ABG13728,ABX85558,AAS62411
ABG13736,ABX88682,AAS62419
ABG15913,ABX86722,AAS60755
ABG15059,ABX88421,AAS63186
ABG14975,ABX87916,AAS64120
ABG15826,ABX84874,AAS63909
ABG14647,ABX88178,AAS61006
AAS63351,ABX85517,ABG12125
ABG15139,ABX87515,AAS63112
ABG13233,ABX86821,AAS61743
ABG13615,ABX87534,AAS62296
ABG12989,ABX86172,AAS61530
AAS58648,ABX84789,ABG16149
AAS58571,ABX88711,ABG16274
ABG15523,ABX87793,AAS63793
ABG12841,ABX86873,AAS61704
AAS60529,ABX87547,ABG14894
AAS62191,ABX85076,ABG13499
AAS60956,ABX87109,ABG14695
AAS61450,ABX86054,ABG12645
ABG13579,ABX87809,AAS62263
AAS63324,ABX86954,ABG12096
ABG14029,ABX86795,AAS62590
AAS63512,ABX86140,ABG15774
AAS62356,ABX85311,ABG13674
AAS61692,ABX86093,ABG12829
AAS60557,ABX86748,ABG14866
ABG16042,ABX88599,AAS63840
ABG12391,ABX86696,AAS63697
AAS63942,ABX85948,ABG15858
ABG14886,ABX86965,AAS60538
ABG13328,ABX87983,AAS62049
ABG15714,ABX85659,AAS63951
ABG14407,ABX87210,AAS62710
ABG12328,ABX88028,AAS63754
AAS62131,ABX87886,ABG13420
ABG16099,ABX84892,AAS64139
AAS61187,ABX87638,ABG12888
ABG14475,ABX85853,AAS61373
AAS63426,ABX86037,ABG12202
AAS60462,ABX87928,ABG15247
ABG13653,ABX86466,AAS62334
AAS60535,ABX87507,ABG14889
ABG12291,ABX87807,AAS63654
AAS62812,ABX86999,ABG14149
AAS61439,ABX86573,ABG12656
AAS60592,ABX86804,ABG14827
ABG13768,ABX86625,AAS61972
ABG13856,ABX85420,AAS61991
ABG12805,ABX86615,AAS61672
ABG15656,ABX85073,AAS64009,ABG15655
AAS61924,ABX87854,ABG13300
ABG15735,ABX85427,AAS63471
ABG14881,ABX86247,AAS60544
AAS61386,ABX85842,ABG14492
ABG12644,ABX86553,AAS61451
ABG12608,ABX87801,AAS61486
AAS62161,ABX85297,ABG13468
ABG13675,ABX86061,AAS62357
ABG13466,ABX86352,AAS62159
AAS63993,ABX87026,ABG15672
ABG15458,ABX86270,AAS60328
AAS61053,ABX86296,ABG14600
ABG14180,ABX87979,AAS62842
ABG14690,ABX87787,AAS60961
ABG12541,ABX87675,AAS61312
AAS62414,ABX85876,ABG13731
AAS62397,ABX85524,ABG13714
ABG14602,ABX85447,AAS61051
AAS61060,ABX85533,ABG14593
ABG15712,ABX86734,AAS63953
ABG15769,ABX85336,AAS63507
AAS62962,ABX87673,ABG12516
ABG12697,ABX87740,AAS61571
ABG12420,ABX87628,AAS63022
AAS63698,ABX86351,ABG12390
ABG16015,ABX86317,AAS63868
ABG13196,ABX85372,AAS61777
AAS63392,ABX84915,ABG12167
AAS62113,ABX86991,ABG13401
AAS60528,ABX88122,ABG14895
ABG13141,ABX86714,AAS61828
ABG13696,ABX88661,AAS62379
ABG15677,ABX87253,AAS63988
AAS60523,ABX88757,ABG15562
ABG13400,ABX85196,AAS62112
ABG16256,ABX88726,AAS58550
ABG15008,ABX87778,AAS63226
AAS60884,ABX88446,ABG14932
AAS61679,ABX86083,ABG12813
AAS58551,ABX88700,ABG16257
ABG12507,ABX86046,AAS62971
AAS60304,ABX87940,ABG15482
AAS62083,ABX88340,ABG13366
ABG15144,ABX86029,AAS63107
ABG13074,ABX86593,AAS61712
AAS60820,ABX88025,ABG12052
AAS60411,ABX86494,ABG15299
ABG12855,ABX85594,AAS61215
ABG12944,ABX87568,AAS61139
AAS61599,ABX85242,ABG12254
AAS64044,ABX87400,ABG15623
AAS60604,ABX86616,ABG14749
ABG14067,ABX85567,AAS62627
ABG13019,ABX85235,AAS61266
AAS61658,ABX86048,ABG12790
ABG13911,ABX86353,AAS62474
AAS62976,ABX87990,ABG12502
AAS61500,ABX85922,ABG12594
AAS62841,ABX85712,ABG14179
ABG14045,ABX86302,AAS62604
ABG14033,ABX85571,AAS62594
ABG15020,ABX86957,AAS63218
ABG15479,ABX85423,AAS60306
AAS61696,ABX85222,ABG12832
AAS60587,ABX88050,ABG14834
ABG14971,ABX86802,AAS64125
ABG16116,ABX87985,AAS64156
AAS63837,ABX86859,ABG16045
ABG14031,ABX86693,AAS62592
AAS60805,ABX86094,ABG15866
AAS64108,ABX85187,ABG14992
AAS61155,ABX87176,ABG12924
AAS63179,ABX85608,ABG15068
ABG15063,ABX86728,AAS63184
AAS63647,ABX87344,ABG12283
ABG14320,ABX87327,AAS62738
ABG15066,ABX87860,AAS63181
AAS63657,ABX84993,ABG12294
ABG12216,ABX86791,AAS63440
ABG14784,ABX88484,AAS60637
AAS64024,ABX85391,ABG15642
ABG12503,ABX87722,AAS62975
AAS62134,ABX87488,ABG13423
ABG13952,ABX87609,AAS62511
ABG12930,ABX87780,AAS61149
AAS61530,ABX86172,ABG12989
ABG15080,ABX88606,AAS63168
ABG13413,ABX87817,AAS62124
AAS62709,ABX85652,ABG14405
AAS58547,ABX88706,ABG16254
AAS62560,ABX86004,ABG14002
ABG15220,ABX86285,AAS60488
ABG13330,ABX84953,AAS62051
ABG13294,ABX85108,AAS61918
ABG12302,ABX87036,AAS63665
AAS61551,ABX86652,ABG12966
AAS60976,ABX87136,ABG14677
ABG13096,ABX88575,AAS61867
AAS63304,ABX87424,ABG12077
ABG14122,ABX88233,AAS62786
ABG15752,ABX87930,AAS63490
ABG15847,ABX86775,AAS63930
ABG14675,ABX87041,AAS60978
ABG13583,ABX88518,AAS62267
ABG14732,ABX86404,AAS60919
AAS63681,ABX86414,ABG12406
ABG13581,ABX87426,AAS62265
AAS62571,ABX86805,ABG14013
AAS58691,ABX84747,ABG16181
AAS62534,ABX87027,ABG13971
ABG14150,ABX87422,AAS62813
ABG15440,ABX87882,AAS60344
AAS62321,ABX87608,ABG13640
ABG13369,ABX85688,AAS62086
AAS61666,ABX85170,ABG12798
AAS62486,ABX85914,ABG13925
ABG13550,ABX86151,AAS62239
ABG12613,ABX86789,AAS61482
ABG14631,ABX87304,AAS61021
AAS62911,ABX85062,ABG14260
AAS60670,ABX87726,ABG14821
ABG15011,ABX88278,AAS63223
ABG13631,ABX85889,AAS62314
ABG12060,ABX85714,AAS60810
ABG15782,ABX85549,AAS63520
AAS58698,ABX84822,ABG16230
AAS60825,ABX87157,ABG12047
ABG12402,ABX88641,AAS63685
ABG15310,ABX87623,AAS60402
AAS60991,ABX87810,ABG14662
ABG14753,ABX87504,AAS60607
ABG15864,ABX86699,AAS60807
AAS60532,ABX87794,ABG14892
AAS63937,ABX87640,ABG15853
ABG12293,ABX86443,AAS63656
AAS62630,ABX86356,ABG14070
AAS61094,ABX86735,ABG14547
AAS62629,ABX86688,ABG14069
AAS61653,ABX87060,ABG12785
AAS62455,ABX87970,ABG13886
AAS60457,ABX86271,ABG15253
ABG12325,ABX86898,AAS63757
AAS62806,ABX85624,ABG14142
AAS63787,ABX85061,ABG15518
AAS63320,ABX85173,ABG12093
AAS60935,ABX85751,ABG14717
ABG14986,ABX87972,AAS64112
AAS63875,ABX85197,ABG16008
ABG12595,ABX85878,AAS61499
ABG16128,ABX88397,AAS64168
ABG13513,ABX88011,AAS62205
ABG15833,ABX84867,AAS63916
AAS62732,ABX85250,ABG14326
ABG13859,ABX87062,AAS61988
ABG13198,ABX87221,AAS61775
AAS61983,ABX85963,ABG13864
ABG12831,ABX85244,AAS61694
ABG15465,ABX88463,AAS60321
ABG12558,ABX87447,AAS61294
ABG13730,ABX86672,AAS62413
AAS61003,ABX86153,ABG14650
ABG16083,ABX86407,AAS63555
ABG15981,ABX85180,AAS60688
AAS63776,ABX85759,ABG15507
AAS63778,ABX87754,ABG15509
AAS60860,ABX86920,ABG12012
AAS63340,ABX86380,ABG12114
ABG12280,ABX85717,AAS63644
ABG15923,ABX88296,AAS60748
ABG15101,ABX86754,AAS63145
ABG12253,ABX88237,AAS63619
ABG13934,ABX88226,AAS62497
AAS61615,ABX87867,ABG12748
ABG14207,ABX87701,AAS62863
ABG13283,ABX88449,AAS61906
ABG15512,ABX86262,AAS63781
ABG15676,ABX85623,AAS63989
ABG12917,ABX84976,AAS61162
ABG13218,ABX87155,AAS61754
ABG12221,ABX88195,AAS60383
AAS58729,ABX84856,ABG16225
ABG14188,ABX88290,AAS62850
AAS62607,ABX87924,ABG14048
ABG12562,ABX87268,AAS61290
AAS61705,ABX88315,ABG12842
AAS62738,ABX87327,ABG14320
ABG14787,ABX86765,AAS60640
ABG16329,ABX88774,AAS58590
AAS62978,ABX86079,ABG12500
ABG13029,ABX88678,AAS61256
AAS63469,ABX86411,ABG15733
ABG15195,ABX87362,AAS60514
ABG12346,ABX87821,AAS63738
ABG14441,ABX88543,AAS61339
AAS63640,ABX87436,ABG12276
AAS61967,ABX85377,ABG13773
AAS63680,ABX85997,ABG12407
AAS63487,ABX86104,ABG15749
AAS63331,ABX85449,ABG12105
ABG12693,ABX87838,AAS61134
ABG15970,ABX88691,AAS60699
AAS61490,ABX85734,ABG12604
ABG13894,ABX87131,AAS62463
AAS62522,ABX84946,ABG13962
AAS60683,ABX85266,ABG15986
ABG12730,ABX86651,AAS63622
ABG12753,ABX85702,AAS61620
ABG16263,ABX88737,AAS58559
ABG15788,ABX85304,AAS63525
AAS60512,ABX86811,ABG15197
ABG12415,ABX85507,AAS63017
AAS62569,ABX88307,ABG14011
AAS60890,ABX86294,ABG14926
AAS63674,ABX85099,ABG12312
AAS60650,ABX88457,ABG14798
AAS62519,ABX87607,ABG13959
AAS61929,ABX87096,ABG13305
ABG13392,ABX87004,AAS62105
ABG12033,ABX88076,AAS60839
AAS61849,ABX86996,ABG13116
ABG16140,ABX84792,AAS58640
ABG13929,ABX85411,AAS62490
AAS61637,ABX85929,ABG12769
ABG13504,ABX85422,AAS62195
ABG15168,ABX87239,AAS63084
AAS62344,ABX86870,ABG13663
AAS58686,ABX84764,ABG16177
ABG14976,ABX85330,AAS64119
ABG12991,ABX87909,AAS61528
AAS63652,ABX85077,ABG12289
AAS61576,ABX86089,ABG12702
ABG15945,ABX88557,AAS60725
ABG15422,ABX87598,AAS60363
ABG15506,ABX88319,AAS63775
AAS63995,ABX88555,ABG15670
ABG13994,ABX88553,AAS62552
ABG14119,ABX88208,AAS62783
AAS63506,ABX84997,ABG15768
AAS62288,ABX86962,ABG13606
AAS61367,ABX85072,ABG14469
AAS63886,ABX85483,ABG15802
AAS61301,ABX88426,ABG12551
AAS63549,ABX87912,ABG16075
AAS61024,ABX85067,ABG14628
AAS61157,ABX86115,ABG12922
AAS60924,ABX86887,ABG14727
ABG14115,ABX85282,AAS62779
ABG12461,ABX87280,AAS63066
AAS63925,ABX85220,ABG15842
AAS62529,ABX88221,ABG13966
AAS60928,ABX84916,ABG14723
ABG13377,ABX87439,AAS62092
AAS62192,ABX88505,ABG13500
AAS63098,ABX87538,ABG15154
AAS60636,ABX86489,ABG14783
ABG15993,ABX85763,AAS60676
AAS60380,ABX87401,ABG15408
ABG12484,ABX88111,AAS62993
ABG12641,ABX88489,AAS61454
AAS60837,ABX85765,ABG12035
AAS61819,ABX88515,ABG13150
AAS61073,ABX84963,ABG14577
AAS60649,ABX87836,ABG14797
AAS58764,ABX84767,ABG16239
ABG13704,ABX88667,AAS62388
ABG15641,ABX88007,AAS64025
ABG14199,ABX87768,AAS62858
ABG12436,ABX85580,AAS63038
ABG12836,ABX86903,AAS61699
AAS60621,ABX88079,ABG14767
ABG13725,ABX88430,AAS62407
ABG13656,ABX88527,AAS62337
AAS60677,ABX88169,ABG15992
AAS60854,ABX85384,ABG12018
ABG13170,ABX86771,AAS61799
AAS62279,ABX87897,ABG13596
AAS62038,ABX87358,ABG13802
ABG12625,ABX84994,AAS61469
AAS61899,ABX85628,ABG13272
AAS61674,ABX87751,ABG12807
AAS63047,ABX87842,ABG12445
ABG12153,ABX87372,AAS63378
ABG14141,ABX86057,AAS62805
AAS63055,ABX85881,ABG12451
ABG12065,ABX86862,AAS63292
AAS64136,ABX85347,ABG14958
AAS61452,ABX86997,ABG12643
ABG14844,ABX85369,AAS60577
ABG12722,ABX86469,AAS61595
ABG15424,ABX86034,AAS60361
ABG12929,ABX88205,AAS61150
ABG13826,ABX86686,AAS62017
ABG14512,ABX85698,AAS61405
ABG14312,ABX85370,AAS62744
ABG15743,ABX85191,AAS63479
AAS62887,ABX85034,ABG14231
AAS60613,ABX87683,ABG14759
ABG12421,ABX87773,AAS63023
AAS62232,ABX85926,ABG13543
AAS63648,ABX85398,ABG12286
AAS63793,ABX87793,ABG15523
ABG16114,ABX85539,AAS64154
AAS60762,ABX86253,ABG15904
ABG15974,ABX85780,AAS60695
ABG12844,ABX85309,AAS61707
ABG15842,ABX85220,AAS63925
AAS60366,ABX86406,ABG15420
ABG13717,ABX85930,AAS62401
ABG14508,ABX85813,AAS61401
ABG14339,ABX86221,AAS62649
AAS63248,ABX87107,ABG11998
AAS60517,ABX87188,ABG15192
AAS62896,ABX86333,ABG14241
ABG12277,ABX86143,AAS63641
ABG12091,ABX88402,AAS63318
AAS60883,ABX88035,ABG14934
AAS63764,ABX85365,ABG12318
ABG15400,ABX85749,AAS63447
ABG12341,ABX86815,AAS63743
ABG14620,ABX88095,AAS61032
AAS62135,ABX86276,ABG13424
ABG12861,ABX85492,AAS61209
AAS62505,ABX88460,ABG13942
ABG12724,ABX87591,AAS61597
AAS61645,ABX88686,ABG12777
ABG12903,ABX88154,AAS61173
AAS63303,ABX88364,ABG12076
ABG12092,ABX87878,AAS63319
ABG12780,ABX86066,AAS61648
ABG14405,ABX85652,AAS62709
ABG15774,ABX86140,AAS63512
ABG14138,ABX85236,AAS62802
AAS62590,ABX86795,ABG14029
AAS61346,ABX88334,ABG14448
