('AAS60567', 'ABX85497', 'ABG14855')
('AAS60580', 'ABX86579', 'ABG14841')
('ABG12840', 'ABX85110', 'AAS61703')
('AAS60705', 'ABX85639', 'ABG15964')
('AAS60699', 'ABX88691', 'ABG15970')
('AAS63494', 'ABX86170', 'ABG15756')
('ABG15668', 'ABX86158', 'AAS63997')
('ABG14973', 'ABX87301', 'AAS64122')
('ABG12427', 'ABX86952', 'AAS63029')
('ABG14790', 'ABX88337', 'AAS60643')
('ABG16150', 'ABX84777', 'AAS58649')
('ABG15739', 'ABX87994', 'AAS63476')
('ABG15540', 'ABX87696', 'AAS63810')
('ABG13482', 'ABX85464', 'AAS62175')
('ABG14891', 'ABX88213', 'AAS60533')
('ABG14362', 'ABX88585', 'AAS62671')
('AAS62880', 'ABX88622', 'ABG14224')
('ABG16004', 'ABX87934', 'AAS63879')
('ABG14471', 'ABX87639', 'AAS61369')
('AAS63986', 'ABX88302', 'ABG15679')
('ABG15848', 'ABX87445', 'AAS63931')
('ABG15760', 'ABX88420', 'AAS63498')
('AAS62074', 'ABX88134', 'ABG13356')
('AAS61283', 'ABX87779', 'ABG12569')
('AAS62011', 'ABX88353', 'ABG13835')
('ABG12225', 'ABX85686', 'AAS60387')
('AAS61100', 'ABX87017', 'ABG14541')
('ABG15687', 'ABX88143', 'AAS63980')
('AAS60688', 'ABX85180', 'ABG15981')
('AAS62016', 'ABX86846', 'ABG13827')
('ABG14449', 'ABX87785', 'AAS61347')
('ABG15255', 'ABX85162', 'AAS60455')
('ABG15285', 'ABX88100', 'AAS60426')
('ABG14739', 'ABX87593', 'AAS60594')
('ABG14069', 'ABX86688', 'AAS62629')
('ABG13377', 'ABX87439', 'AAS62092')
('AAS62932', 'ABX87339', 'ABG14283')
('AAS61305', 'ABX87984', 'ABG12547')
('AAS61547', 'ABX86324', 'ABG12970')
('AAS61505', 'ABX88477', 'ABG12589')
('AAS61094', 'ABX86735', 'ABG14547')
('ABG15992', 'ABX88169', 'AAS60677')
('ABG12158', 'ABX85620', 'AAS63383')
('AAS62743', 'ABX88692', 'ABG14313')
('AAS58750', 'ABX84745', 'ABG16211')
('ABG13108', 'ABX86458', 'AAS61857')
('ABG14542', 'ABX87579', 'AAS61099')
('AAS63535', 'ABX87866', 'ABG16061')
('AAS58704', 'ABX84755', 'ABG16193')
('ABG16239', 'ABX84767', 'AAS58764')
('AAS63216', 'ABX87618', 'ABG15022')
('ABG13486', 'ABX88242', 'AAS62179')
('AAS62988', 'ABX86944', 'ABG12491')
('ABG15132', 'ABX88594', 'AAS63119')
('ABG14588', 'ABX87116', 'AAS61065')
('AAS61109', 'ABX86994', 'ABG14533')
('ABG12026', 'ABX84944', 'AAS60846')
('AAS62748', 'ABX85138', 'ABG14308')
('ABG13894', 'ABX87131', 'AAS62463')
('ABG14130', 'ABX87500', 'AAS62794')
('ABG11994', 'ABX85480', 'AAS63252')
('AAS61025', 'ABX88265', 'ABG14627')
('ABG13656', 'ABX88527', 'AAS62337')
('ABG13624', 'ABX87554', 'AAS62307')
('ABG11978', 'ABX86203', 'AAS60287')
('ABG15964', 'ABX85639', 'AAS60705')
('ABG13667', 'ABX87925', 'AAS62348')
('AAS62567', 'ABX85294', 'ABG14009')
('AAS60384', 'ABX85670', 'ABG12222')
('AAS63758', 'ABX85536', 'ABG12324')
('AAS60608', 'ABX88480', 'ABG14754')
('ABG14110', 'ABX86853', 'AAS62774')
('AAS63240', 'ABX87485', 'ABG12005')
('ABG15463', 'ABX87376', 'AAS60323')
('AAS63023', 'ABX87773', 'ABG12421')
('AAS61167', 'ABX85971', 'ABG12911')
('AAS62553', 'ABX86235', 'ABG13995')
('ABG14072', 'ABX87427', 'AAS62632')
('ABG14873', 'ABX87825', 'AAS60552')
('ABG12836', 'ABX86903', 'AAS61699')
('AAS60934', 'ABX85800', 'ABG14718')
('AAS60664', 'ABX88214', 'ABG14811')
('ABG13768', 'ABX86625', 'AAS61972')
('ABG12861', 'ABX85492', 'AAS61209')
('AAS60963', 'ABX85114', 'ABG14688')
('ABG15924', 'ABX87746', 'AAS60747')
('AAS60997', 'ABX87736', 'ABG14656')
('AAS62979', 'ABX86755', 'ABG12499')
('ABG15448', 'ABX87577', 'AAS60338')
('ABG16071', 'ABX84754', 'AAS63943')
('AAS62664', 'ABX86931', 'ABG14355')
('AAS63933', 'ABX87371', 'ABG15850')
('ABG14718', 'ABX85800', 'AAS60934')
('AAS61137', 'ABX86042', 'ABG12946')
('ABG13653', 'ABX86466', 'AAS62334')
('AAS58659', 'ABX84802', 'ABG16160')
('ABG12616', 'ABX86194', 'AAS61479')
('AAS60308', 'ABX86908', 'ABG15478')
('AAS63693', 'ABX87565', 'ABG12394')
('AAS60316', 'ABX85459', 'ABG15470')
('AAS62010', 'ABX86624', 'ABG13836')
('AAS61266', 'ABX85235', 'ABG13019')
('ABG12724', 'ABX87591', 'AAS61597')
('ABG14541', 'ABX87017', 'AAS61100')
('ABG14386', 'ABX85766', 'AAS62693')
('ABG14578', 'ABX88266', 'AAS61072')
('AAS63757', 'ABX86898', 'ABG12325')
('AAS62475', 'ABX85797', 'ABG13913')
('AAS62687', 'ABX87730', 'ABG14379')
('AAS63709', 'ABX85022', 'ABG12378')
('ABG14680', 'ABX86437', 'AAS60972')
('ABG13083', 'ABX88671', 'AAS61722')
('ABG15140', 'ABX88155', 'AAS63111')
('ABG13510', 'ABX88648', 'AAS62201')
('ABG13845', 'ABX87150', 'AAS62002')
('ABG13521', 'ABX87887', 'AAS62212')
('AAS63832', 'ABX88587', 'ABG16050')
('ABG15946', 'ABX85011', 'AAS60724')
('ABG14728', 'ABX86403', 'AAS60923')
('ABG14334', 'ABX88699', 'AAS62723')
('ABG15129', 'ABX85602', 'AAS63122')
('ABG13379', 'ABX87478', 'AAS62094')
('ABG15962', 'ABX86753', 'AAS60707')
('ABG15137', 'ABX86499', 'AAS63114')
('AAS60437', 'ABX86700', 'ABG15274')
('ABG13697', 'ABX86264', 'AAS62380')
('AAS60518', 'ABX88472', 'ABG15191')
('ABG16281', 'ABX88786', 'AAS58577')
('ABG12022', 'ABX85944', 'AAS60850')
('AAS62724', 'ABX85363', 'ABG14333')
('AAS60421', 'ABX85738', 'ABG15289')
('ABG15674', 'ABX86427', 'AAS63991')
('ABG16105', 'ABX85633', 'AAS64146')
('ABG15706', 'ABX87292', 'AAS63960')
('ABG12462', 'ABX87556', 'AAS63012')
('AAS60805', 'ABX86094', 'ABG15866')
('ABG13238', 'ABX86044', 'AAS61737')
('AAS64031', 'ABX87595', 'ABG15635')
('ABG15821', 'ABX85795', 'AAS63904')
('AAS62739', 'ABX87951', 'ABG14319')
('AAS61289', 'ABX87671', 'ABG12563')
('AAS60850', 'ABX85944', 'ABG12022')
('AAS60912', 'ABX86826', 'ABG14903')
('AAS62167', 'ABX86607', 'ABG13474')
('AAS62881', 'ABX88159', 'ABG14225')
('ABG15897', 'ABX88504', 'AAS60770')
('ABG12390', 'ABX86351', 'AAS63698')
('AAS58665', 'ABX84805', 'ABG16166')
('ABG13641', 'ABX85094', 'AAS62322')
('AAS63059', 'ABX86682', 'ABG12454')
('ABG15235', 'ABX86725', 'AAS60474')
('ABG15541', 'ABX88514', 'AAS63811')
('ABG14645', 'ABX87980', 'AAS61008')
('AAS63506', 'ABX84997', 'ABG15768')
('ABG12602', 'ABX88422', 'AAS61491')
('ABG14611', 'ABX88592', 'AAS61042')
('AAS63936', 'ABX85841', 'ABG15852')
('ABG15629', 'ABX87723', 'AAS64037')
('ABG12803', 'ABX86431', 'AAS61670')
('AAS60498', 'ABX85013', 'ABG15210')
('AAS61138', 'ABX88623', 'ABG12945')
('AAS61523', 'ABX85984', 'ABG12996')
('ABG14451', 'ABX88207', 'AAS61349')
('ABG13933', 'ABX88039', 'AAS62496')
('ABG15068', 'ABX85608', 'AAS63179')
('ABG16115', 'ABX87910', 'AAS64155')
('ABG14254', 'ABX88257', 'AAS62906')
('ABG14002', 'ABX86004', 'AAS62560')
('ABG13320', 'ABX85496', 'AAS61942')
('AAS61786', 'ABX85705', 'ABG13185')
('AAS63760', 'ABX88589', 'ABG12322')
('AAS58592', 'ABX88709', 'ABG16295')
('AAS63847', 'ABX87920', 'ABG16034')
('AAS61285', 'ABX87276', 'ABG12567')
('ABG15288', 'ABX86413', 'AAS60423')
('AAS63918', 'ABX87718', 'ABG15835')
('ABG14360', 'ABX87521', 'AAS62669')
('ABG15408', 'ABX87401', 'AAS60380')
('ABG15499', 'ABX88077', 'AAS63768')
('AAS61692', 'ABX86093', 'ABG12829')
('AAS61478', 'ABX85100', 'ABG12617')
('ABG12304', 'ABX87637', 'AAS63667')
('AAS61110', 'ABX88588', 'ABG14532')
('AAS62478', 'ABX87259', 'ABG13917')
('AAS62783', 'ABX88208', 'ABG14119')
('AAS62465', 'ABX87914', 'ABG13896')
('AAS62607', 'ABX87924', 'ABG14048')
('AAS60670', 'ABX87726', 'ABG14821')
('AAS61784', 'ABX87919', 'ABG13187')
('ABG12179', 'ABX87944', 'AAS63405')
('ABG12495', 'ABX85772', 'AAS62983')
('ABG14866', 'ABX86748', 'AAS60557')
('ABG13331', 'ABX85207', 'AAS62052', 'ABG13332')
('ABG14425', 'ABX88284', 'AAS61325')
('ABG14214', 'ABX88063', 'AAS62870')
('AAS60782', 'ABX87734', 'ABG15887')
('ABG14384', 'ABX86617', 'AAS62691')
('AAS62585', 'ABX87695', 'ABG14024')
('ABG13478', 'ABX87083', 'AAS62171')
('ABG12981', 'ABX86062', 'AAS61538')
('AAS62504', 'ABX87127', 'ABG13941')
('ABG12466', 'ABX84934', 'AAS63008')
('ABG12490', 'ABX86509', 'AAS62989')
('AAS61035', 'ABX87823', 'ABG14617')
('ABG12655', 'ABX86157', 'AAS61440')
('ABG13093', 'ABX85210', 'AAS61870')
('ABG14802', 'ABX87235', 'AAS60654')
('AAS62197', 'ABX84979', 'ABG13506')
('AAS63810', 'ABX87696', 'ABG15540')
('AAS60494', 'ABX87820', 'ABG15214')
('ABG13230', 'ABX85933', 'AAS61744')
('AAS63163', 'ABX86397', 'ABG15084')
('AAS61509', 'ABX85903', 'ABG12585')
('AAS60707', 'ABX86753', 'ABG15962')
('AAS61646', 'ABX86877', 'ABG12778')
('AAS62854', 'ABX87763', 'ABG14195')
('AAS63752', 'ABX86860', 'ABG12330')
('AAS60908', 'ABX85130', 'ABG14907')
('AAS63471', 'ABX85427', 'ABG15735')
('AAS62382', 'ABX85243', 'ABG13699')
('AAS64024', 'ABX85391', 'ABG15642')
('ABG15085', 'ABX87032', 'AAS63162')
('AAS60766', 'ABX86325', 'ABG15901')
('AAS63448', 'ABX86210', 'ABG15399')
('AAS61620', 'ABX85702', 'ABG12753')
('ABG12269', 'ABX88638', 'AAS63631', 'ABG12264')
('AAS63718', 'ABX88374', 'ABG12370')
('ABG15302', 'ABX86007', 'AAS60408')
('ABG15425', 'ABX86207', 'AAS60360')
('AAS62754', 'ABX86484', 'ABG14302')
('ABG12515', 'ABX87159', 'AAS62963')
('ABG15743', 'ABX85191', 'AAS63479')
('AAS62597', 'ABX88272', 'ABG14038')
('AAS63273', 'ABX87252', 'ABG15574')
('AAS62766', 'ABX87390', 'ABG14101')
('ABG15105', 'ABX86134', 'AAS63141')
('ABG13784', 'ABX88102', 'AAS61956')
('AAS62561', 'ABX87548', 'ABG14003')
('ABG14109', 'ABX88230', 'AAS62773')
('AAS61349', 'ABX88207', 'ABG14451')
('AAS63319', 'ABX87878', 'ABG12092')
('AAS60298', 'ABX85611', 'ABG15488')
('AAS61425', 'ABX87619', 'ABG12673')
('AAS64124', 'ABX88432', 'ABG14972')
('ABG16226', 'ABX84780', 'AAS58728')
('AAS62751', 'ABX86113', 'ABG14305')
('AAS63708', 'ABX85804', 'ABG12379')
('ABG16332', 'ABX88749', 'AAS58531')
('ABG14572', 'ABX86770', 'AAS61078')
('ABG13580', 'ABX87841', 'AAS62264')
('ABG15293', 'ABX88075', 'AAS60417')
('AAS63780', 'ABX87455', 'ABG15511')
('ABG14059', 'ABX87663', 'AAS62618')
('ABG13776', 'ABX86071', 'AAS61964')
('AAS62761', 'ABX86438', 'ABG14296')
('AAS62644', 'ABX88090', 'ABG14085')
('ABG12058', 'ABX86372', 'AAS60812')
('AAS60477', 'ABX87300', 'ABG15232')
('AAS62603', 'ABX85909', 'ABG14044')
('AAS61933', 'ABX88099', 'ABG13309')
('ABG13276', 'ABX87328', 'AAS61903')
('AAS63113', 'ABX87118', 'ABG15138')
('ABG14217', 'ABX87712', 'AAS62873')
('AAS64035', 'ABX85965', 'ABG15631')
('ABG16018', 'ABX85367', 'AAS63865')
('AAS62459', 'ABX85435', 'ABG13890')
('ABG13985', 'ABX87791', 'AAS62544')
('ABG15054', 'ABX85025', 'AAS63190')
('AAS61179', 'ABX85059', 'ABG12895')
('AAS61689', 'ABX86508', 'ABG12826')
('AAS62940', 'ABX87433', 'ABG14291')
('ABG12048', 'ABX87324', 'AAS60824')
('ABG12464', 'ABX88179', 'AAS63010')
('AAS62082', 'ABX88567', 'ABG13365')
('ABG14990', 'ABX87679', 'AAS64110')
('AAS60990', 'ABX86373', 'ABG14666')
('ABG12268', 'ABX88042', 'AAS63635')
('AAS63809', 'ABX87404', 'ABG15539')
('ABG15189', 'ABX88046', 'AAS60520')
('ABG15901', 'ABX86325', 'AAS60766')
('ABG15444', 'ABX86038', 'AAS60342')
('AAS62599', 'ABX86639', 'ABG14040')
('ABG12777', 'ABX88686', 'AAS61645')
('ABG13780', 'ABX86008', 'AAS61960')
('ABG12343', 'ABX86012', 'AAS63741')
('AAS63894', 'ABX85052', 'ABG15811')
('ABG13726', 'ABX85140', 'AAS62409')
('AAS62780', 'ABX86544', 'ABG14116')
('AAS61333', 'ABX85065', 'ABG14435')
('ABG14778', 'ABX86670', 'AAS60631')
('ABG14910', 'ABX87958', 'AAS60906')
('ABG15923', 'ABX88296', 'AAS60748')
('ABG15483', 'ABX88417', 'AAS60303')
('AAS60755', 'ABX86722', 'ABG15913')
('ABG13588', 'ABX87313', 'AAS62272')
('ABG12195', 'ABX86946', 'AAS63419')
('ABG12672', 'ABX88174', 'AAS61426')
('ABG15100', 'ABX85484', 'AAS63146')
('AAS61154', 'ABX86865', 'ABG12925')
('ABG12605', 'ABX87283', 'AAS61489')
('ABG13220', 'ABX87816', 'AAS61752')
('ABG12132', 'ABX85007', 'AAS63358')
('AAS63095', 'ABX85846', 'ABG15158')
('ABG13428', 'ABX86830', 'AAS62139')
('AAS60589', 'ABX87732', 'ABG14832')
('ABG14985', 'ABX85577', 'AAS64113')
('ABG13369', 'ABX85688', 'AAS62086')
('ABG13788', 'ABX88411', 'AAS61952')
('ABG12484', 'ABX88111', 'AAS62993')
('ABG12646', 'ABX86334', 'AAS61449')
('ABG14116', 'ABX86544', 'AAS62780')
('ABG13942', 'ABX88460', 'AAS62505')
('AAS63325', 'ABX86293', 'ABG12097')
('AAS63056', 'ABX85808', 'ABG12452')
('ABG13650', 'ABX86162', 'AAS62330')
('ABG15273', 'ABX85606', 'AAS60438')
('AAS60977', 'ABX87603', 'ABG14676')
('ABG14987', 'ABX87982', 'AAS64111')
('ABG16103', 'ABX85998', 'AAS64143')
('ABG16048', 'ABX85335', 'AAS63834')
('AAS63984', 'ABX85095', 'ABG15683')
('AAS62087', 'ABX85272', 'ABG13370')
('ABG14042', 'ABX85339', 'AAS62601')
('ABG13351', 'ABX87179', 'AAS62069')
('AAS62332', 'ABX85273', 'ABG13652')
('ABG13465', 'ABX86265', 'AAS62158')
('AAS64041', 'ABX88144', 'ABG15626')
('ABG15199', 'ABX85153', 'AAS60510')
('AAS63991', 'ABX86427', 'ABG15674')
('AAS62422', 'ABX85229', 'ABG13739')
('AAS63375', 'ABX85409', 'ABG12151')
('AAS60588', 'ABX86538', 'ABG14833')
('AAS58587', 'ABX88783', 'ABG16293')
('AAS62111', 'ABX86577', 'ABG13399')
('ABG13781', 'ABX86441', 'AAS61959')
('AAS62000', 'ABX85586', 'ABG13847')
('AAS58735', 'ABX84857', 'ABG16221')
('AAS60357', 'ABX88434', 'ABG15427')
('AAS61329', 'ABX86915', 'ABG14428')
('ABG15482', 'ABX87940', 'AAS60304')
('ABG15249', 'ABX86880', 'AAS60461')
('ABG13114', 'ABX86790', 'AAS61851')
('AAS61194', 'ABX87735', 'ABG12878')
('ABG14571', 'ABX87198', 'AAS61079')
('AAS64055', 'ABX86394', 'ABG15612')
('ABG12103', 'ABX88348', 'AAS63330')
('AAS62635', 'ABX86709', 'ABG14075')
('AAS62116', 'ABX88268', 'ABG13404')
('ABG14122', 'ABX88233', 'AAS62786')
('ABG14954', 'ABX85104', 'AAS60863')
('ABG14531', 'ABX88133', 'AAS61111')
('AAS61639', 'ABX85354', 'ABG12771')
('ABG12778', 'ABX86877', 'AAS61646')
('AAS61334', 'ABX88276', 'ABG14436')
('AAS63128', 'ABX87381', 'ABG15122')
('AAS60654', 'ABX87235', 'ABG14802')
('AAS62319', 'ABX85665', 'ABG13638')
('AAS61864', 'ABX85775', 'ABG13099')
('AAS60840', 'ABX87832', 'ABG12032')
('ABG12452', 'ABX85808', 'AAS63056')
('ABG14877', 'ABX87863', 'AAS60548')
('AAS63134', 'ABX86000', 'ABG15113')
('AAS63355', 'ABX87117', 'ABG12129')
('ABG14240', 'ABX86144', 'AAS62895')
('AAS60692', 'ABX88273', 'ABG15977')
('AAS62688', 'ABX88408', 'ABG14381')
('ABG13029', 'ABX88678', 'AAS61256')
('ABG16216', 'ABX84842', 'AAS58745')
('ABG14215', 'ABX88485', 'AAS62871')
('ABG15004', 'ABX86536', 'AAS63231')
('ABG13926', 'ABX85582', 'AAS62487')
('ABG12921', 'ABX85470', 'AAS61158')
('AAS62337', 'ABX88527', 'ABG13656')
('ABG14173', 'ABX88004', 'AAS62836')
('AAS63416', 'ABX88299', 'ABG12192')
('ABG12318', 'ABX85365', 'AAS63764')
('ABG13099', 'ABX85775', 'AAS61864')
('AAS63788', 'ABX86133', 'ABG15519')
('ABG16170', 'ABX84827', 'AAS58669')
('AAS60843', 'ABX87464', 'ABG12029')
('AAS60864', 'ABX85054', 'ABG14953')
('ABG12211', 'ABX86430', 'AAS63435')
('AAS62081', 'ABX87266', 'ABG13363')
('ABG12131', 'ABX88110', 'AAS63357')
('AAS60802', 'ABX88595', 'ABG15869')
('ABG15675', 'ABX86176', 'AAS63990')
('ABG14630', 'ABX88493', 'AAS61022')
('AAS61317', 'ABX85009', 'ABG12536')
('ABG14843', 'ABX84972', 'AAS60578')
('AAS63614', 'ABX84884', 'ABG12249')
('ABG14670', 'ABX88381', 'AAS60985')
('ABG12465', 'ABX85349', 'AAS63009')
('AAS62101', 'ABX85118', 'ABG13388')
('ABG13906', 'ABX88057', 'AAS62471')
('AAS63386', 'ABX86268', 'ABG12161')
('ABG12447', 'ABX87081', 'AAS63050')
('AAS62123', 'ABX85726', 'ABG13412')
('ABG14355', 'ABX86931', 'AAS62664')
('AAS63665', 'ABX87036', 'ABG12302')
('ABG14888', 'ABX86080', 'AAS60536')
('AAS60515', 'ABX86223', 'ABG15194')
('ABG14344', 'ABX86217', 'AAS62654')
('ABG12360', 'ABX86966', 'AAS63729')
('ABG12251', 'ABX87093', 'AAS63616')
('AAS63869', 'ABX85893', 'ABG16014')
('AAS63640', 'ABX87436', 'ABG12276')
('ABG12190', 'ABX85346', 'AAS63414')
('ABG14555', 'ABX86068', 'AAS61089')
('ABG12235', 'ABX85033', 'AAS60398')
('ABG15181', 'ABX85071', 'AAS63071')
('ABG15453', 'ABX86768', 'AAS60333')
('ABG14563', 'ABX86627', 'AAS61085')
('AAS62321', 'ABX87608', 'ABG13640')
('AAS64149', 'ABX87995', 'ABG16109')
('AAS63274', 'ABX87661', 'ABG15575')
('ABG12671', 'ABX87540', 'AAS61427')
('ABG14108', 'ABX87929', 'AAS62772')
('ABG12319', 'ABX86980', 'AAS63763')
('AAS61300', 'ABX85942', 'ABG12552')
('ABG13405', 'ABX85437', 'AAS62117')
('AAS61975', 'ABX88191', 'ABG13765')
('AAS62596', 'ABX88478', 'ABG14037')
('ABG14874', 'ABX87189', 'AAS60551')
('ABG15666', 'ABX84966', 'AAS63999')
('AAS60730', 'ABX85184', 'ABG15940')
('ABG12310', 'ABX88347', 'AAS63672')
('AAS61959', 'ABX86441', 'ABG13781')
('ABG16076', 'ABX85556', 'AAS63550')
('AAS61269', 'ABX86292', 'ABG13016')
('AAS61207', 'ABX86921', 'ABG12863')
('ABG16212', 'ABX84775', 'AAS58525', 'ABG16311')
('AAS63062', 'ABX85519', 'ABG12457')
('ABG13684', 'ABX88533', 'AAS62366')
('AAS61920', 'ABX85913', 'ABG13296')
('AAS62409', 'ABX85140', 'ABG13726')
('AAS62578', 'ABX87594', 'ABG14018')
('ABG13126', 'ABX85857', 'AAS61841')
('ABG12118', 'ABX85005', 'AAS63344')
('ABG12853', 'ABX87341', 'AAS61217')
('AAS62695', 'ABX85999', 'ABG14389')
('ABG12847', 'ABX86255', 'AAS61709')
('AAS61992', 'ABX84904', 'ABG13855')
('AAS63183', 'ABX85116', 'ABG15064')
('ABG12044', 'ABX86645', 'AAS60828')
('ABG14589', 'ABX85361', 'AAS61064')
('AAS61030', 'ABX85068', 'ABG14622')
('ABG14965', 'ABX85918', 'AAS64131')
('AAS63706', 'ABX87180', 'ABG12381')
('AAS61065', 'ABX87116', 'ABG14588')
('ABG13425', 'ABX88507', 'AAS62136')
('AAS62466', 'ABX86423', 'ABG13897')
('ABG15634', 'ABX88132', 'AAS64032')
('AAS60575', 'ABX88576', 'ABG14846')
('ABG14282', 'ABX86114', 'AAS62931')
('AAS62401', 'ABX85930', 'ABG13717')
('AAS63704', 'ABX86282', 'ABG12383')
('ABG15174', 'ABX85174', 'AAS63078')
('ABG13361', 'ABX86304', 'AAS62079')
('AAS64129', 'ABX87167', 'ABG14967')
('ABG13419', 'ABX86683', 'AAS62130')
('AAS63674', 'ABX85099', 'ABG12312')
('AAS60447', 'ABX86402', 'ABG15263')
('ABG13399', 'ABX86577', 'AAS62111')
('ABG16294', 'ABX88720', 'AAS58589')
('ABG13782', 'ABX87133', 'AAS61958')
('ABG11995', 'ABX86967', 'AAS63251')
('AAS61307', 'ABX85246', 'ABG12545')
('ABG15717', 'ABX88078', 'AAS63948')
('ABG12216', 'ABX86791', 'AAS63440')
('ABG12083', 'ABX86330', 'AAS63310')
('AAS61256', 'ABX88678', 'ABG13029')
('ABG15836', 'ABX88014', 'AAS63919')
('ABG15708', 'ABX88404', 'AAS63958')
('ABG13357', 'ABX87805', 'AAS62075')
('AAS63498', 'ABX88420', 'ABG15760')
('AAS60558', 'ABX85096', 'ABG14865')
('AAS62869', 'ABX88513', 'ABG14213')
('AAS63020', 'ABX88693', 'ABG12418')
('ABG12101', 'ABX86272', 'AAS63328')
('AAS63544', 'ABX85001', 'ABG16067')
('ABG12621', 'ABX88288', 'AAS61474')
('AAS62648', 'ABX86211', 'ABG14338')
('ABG13834', 'ABX87965', 'AAS62012')
('ABG12296', 'ABX88456', 'AAS63659')
('AAS61477', 'ABX86644', 'ABG12618')
('AAS61024', 'ABX85067', 'ABG14628')
('ABG16061', 'ABX87866', 'AAS63535')
('AAS60776', 'ABX85310', 'ABG15892')
('ABG15222', 'ABX87738', 'AAS60486')
('AAS61034', 'ABX87152', 'ABG14618')
('ABG15945', 'ABX88557', 'AAS60725')
('AAS62760', 'ABX86014', 'ABG14297')
('AAS61431', 'ABX85151', 'ABG12667')
('AAS61271', 'ABX85443', 'ABG13014')
('ABG13110', 'ABX85164', 'AAS61855')
('ABG13117', 'ABX85460', 'AAS61848')
('ABG11980', 'ABX86799', 'AAS60289')
('AAS62667', 'ABX88069', 'ABG14358')
('ABG13582', 'ABX85115', 'AAS62266')
('AAS61377', 'ABX86594', 'ABG14481')
('AAS61267', 'ABX85910', 'ABG13018')
('AAS60866', 'ABX87512', 'ABG14951')
('AAS61738', 'ABX85788', 'ABG13237')
('ABG14298', 'ABX85353', 'AAS62759')
('AAS61704', 'ABX86873', 'ABG12841')
('ABG13816', 'ABX85657', 'AAS62026')
('ABG12580', 'ABX86310', 'AAS61514')
('ABG13583', 'ABX88518', 'AAS62267')
('ABG14353', 'ABX88001', 'AAS62662')
('AAS62008', 'ABX87281', 'ABG13838')
('ABG13018', 'ABX85910', 'AAS61267')
('ABG13082', 'ABX86605', 'AAS61721')
('ABG12946', 'ABX86042', 'AAS61137')
('ABG14905', 'ABX86591', 'AAS60910')
('AAS63050', 'ABX87081', 'ABG12447')
('AAS63148', 'ABX88419', 'ABG15098')
('AAS63419', 'ABX86946', 'ABG12195')
('AAS63349', 'ABX86387', 'ABG12123')
('ABG13342', 'ABX85097', 'AAS62060')
('ABG14658', 'ABX86914', 'AAS60995')
('AAS61415', 'ABX86729', 'ABG12684')
('ABG16214', 'ABX84781', 'AAS58748')
('AAS64028', 'ABX85194', 'ABG15638')
('AAS60621', 'ABX88079', 'ABG14767')
('ABG12670', 'ABX87111', 'AAS61428')
('AAS62389', 'ABX86482', 'ABG13705')
('ABG12345', 'ABX85167', 'AAS63739')
('ABG12790', 'ABX86048', 'AAS61658')
('ABG14719', 'ABX86640', 'AAS60933')
('AAS61590', 'ABX87240', 'ABG12717')
('ABG14615', 'ABX87020', 'AAS61038')
('ABG16274', 'ABX88711', 'AAS58571')
('AAS63006', 'ABX86412', 'ABG12468')
('AAS61981', 'ABX88444', 'ABG13866')
('ABG12912', 'ABX86628', 'AAS61166')
('AAS62126', 'ABX86824', 'ABG13415')
('ABG15920', 'ABX87050', 'AAS60751')
('ABG13109', 'ABX85673', 'AAS61856')
('ABG15764', 'ABX87046', 'AAS63502')
('AAS62705', 'ABX87326', 'ABG14401')
('ABG12307', 'ABX88142', 'AAS63669')
('ABG13104', 'ABX86307', 'AAS61861')
('ABG13310', 'ABX87798', 'AAS61934')
('AAS62582', 'ABX84940', 'ABG14021')
('AAS61703', 'ABX85110', 'ABG12840')
('ABG13421', 'ABX88564', 'AAS62132')
('ABG14742', 'ABX86690', 'AAS60597')
('ABG15070', 'ABX86727', 'AAS63177')
('AAS62865', 'ABX88696', 'ABG14209')
('ABG13372', 'ABX86566', 'AAS62089')
('ABG13504', 'ABX85422', 'AAS62195')
('AAS62856', 'ABX85436', 'ABG14197')
('ABG12372', 'ABX86384', 'AAS63716')
('AAS64053', 'ABX85856', 'ABG15614')
('AAS64111', 'ABX87982', 'ABG14987')
('ABG15423', 'ABX86344', 'AAS60362')
('AAS61667', 'ABX85576', 'ABG12799')
('AAS60815', 'ABX87703', 'ABG12055')
('AAS62115', 'ABX87831', 'ABG13403')
('AAS62486', 'ABX85914', 'ABG13925')
('AAS61570', 'ABX86701', 'ABG12696')
('AAS62943', 'ABX86796', 'ABG14095')
('ABG13988', 'ABX85574', 'AAS62547')
('AAS61068', 'ABX87523', 'ABG14582')
('AAS60920', 'ABX86110', 'ABG14731')
('AAS61471', 'ABX87964', 'ABG12624')
('AAS62303', 'ABX85428', 'ABG13621')
('AAS62301', 'ABX86568', 'ABG13619')
('AAS63697', 'ABX86696', 'ABG12391')
('ABG13891', 'ABX85810', 'AAS62460')
('AAS63962', 'ABX85287', 'ABG15704')
('AAS61628', 'ABX86327', 'ABG12761')
('ABG15212', 'ABX85863', 'AAS60496')
('AAS63817', 'ABX85467', 'ABG15547')
('AAS61257', 'ABX88123', 'ABG13028')
('AAS61671', 'ABX84948', 'ABG12804')
('ABG13119', 'ABX85292', 'AAS61846')
('ABG15256', 'ABX87733', 'AAS60454')
('ABG12401', 'ABX87195', 'AAS63686')
('ABG14489', 'ABX86152', 'AAS61383')
('AAS62556', 'ABX88476', 'ABG13998')
('ABG15820', 'ABX86400', 'AAS63903')
